timestamp,rpm,speed,lat,lon
3,3000.00,60.00,0.000000,0.000000
543,3000.00,60.00,0.000000,0.000000
1047,3000.00,60.00,0.000000,0.000000
1603,3000.00,60.00,0.000000,0.000000
2108,3000.00,60.00,0.000000,0.000000
2664,3000.00,60.00,0.000000,0.000000
3168,3000.00,60.00,0.000000,0.000000
3724,3000.00,60.00,0.000000,0.000000
4227,3000.00,60.00,0.000000,0.000000
4784,3000.00,60.00,0.000000,0.000000
5287,3000.00,60.00,0.000000,0.000000
5843,3000.00,60.00,0.000000,0.000000
6347,3000.00,60.00,0.000000,0.000000
6903,3000.00,60.00,0.000000,0.000000
7407,3000.00,60.00,0.000000,0.000000
7963,3000.00,60.00,0.000000,0.000000
8509,3000.00,60.00,0.000000,0.000000
9044,3000.00,60.00,0.000000,0.000000
9597,3000.00,60.00,0.000000,0.000000
10102,3000.00,60.00,0.000000,0.000000
10659,3000.00,60.00,0.000000,0.000000
11163,3000.00,60.00,0.000000,0.000000
11720,3000.00,60.00,0.000000,0.000000
12225,3000.00,60.00,0.000000,0.000000
12782,3000.00,60.00,0.000000,0.000000
13286,3000.00,60.00,0.000000,0.000000
13843,3000.00,60.00,0.000000,0.000000
14347,3000.00,60.00,0.000000,0.000000
14905,3000.00,60.00,0.000000,0.000000
15409,3000.00,60.00,0.000000,0.000000
15966,3000.00,60.00,0.000000,0.000000
16513,3000.00,60.00,0.000000,0.000000
17038,3000.00,60.00,0.000000,0.000000
17595,3000.00,60.00,0.000000,0.000000
18100,3000.00,60.00,0.000000,0.000000
18656,3000.00,60.00,0.000000,0.000000
19160,3000.00,60.00,0.000000,0.000000
19717,3000.00,60.00,0.000000,0.000000
20221,3000.00,60.00,0.000000,0.000000
20779,3000.00,60.00,0.000000,0.000000
21282,3000.00,60.00,0.000000,0.000000
21839,3000.00,60.00,0.000000,0.000000
22343,3000.00,60.00,0.000000,0.000000
22900,3000.00,60.00,0.000000,0.000000
23404,3000.00,60.00,0.000000,0.000000
23961,3000.00,60.00,0.000000,0.000000
24508,3000.00,60.00,-36.883155,174.897842
25042,3000.00,60.00,0.000000,0.000000
25600,3000.00,60.00,0.000000,0.000000
26103,3000.00,60.00,0.000000,0.000000
26661,3000.00,60.00,0.000000,0.000000
27165,3000.00,60.00,0.000000,0.000000
27722,3000.00,60.00,0.000000,0.000000
28226,3000.00,60.00,0.000000,0.000000
28783,3000.00,60.00,0.000000,0.000000
29287,3000.00,60.00,0.000000,0.000000
29844,3000.00,60.00,0.000000,0.000000
30348,3000.00,60.00,0.000000,0.000000
30905,3000.00,60.00,0.000000,0.000000
31409,3000.00,60.00,0.000000,0.000000
31966,3000.00,60.00,-36.883155,174.897842
32518,3000.00,60.00,0.000000,0.000000
33037,3000.00,60.00,0.000000,0.000000
33594,3000.00,60.00,0.000000,0.000000
34099,3000.00,60.00,0.000000,0.000000
34656,3000.00,60.00,0.000000,0.000000
35160,3000.00,60.00,0.000000,0.000000
35717,3000.00,60.00,0.000000,0.000000
36220,3000.00,60.00,0.000000,0.000000
36777,3000.00,60.00,0.000000,0.000000
37281,3000.00,60.00,0.000000,0.000000
37838,3000.00,60.00,0.000000,0.000000
38342,3000.00,60.00,0.000000,0.000000
38900,3000.00,60.00,0.000000,0.000000
39403,3000.00,60.00,0.000000,0.000000
39961,3000.00,60.00,-36.883155,174.897842
40512,3000.00,60.00,0.000000,0.000000
41046,3000.00,60.00,0.000000,0.000000
41603,3000.00,60.00,0.000000,0.000000
42106,3000.00,60.00,0.000000,0.000000
42663,3000.00,60.00,0.000000,0.000000
43167,3000.00,60.00,0.000000,0.000000
43725,3000.00,60.00,0.000000,0.000000
44229,3000.00,60.00,0.000000,0.000000
44786,3000.00,60.00,0.000000,0.000000
45290,3000.00,60.00,0.000000,0.000000
45847,3000.00,60.00,0.000000,0.000000
46351,3000.00,60.00,0.000000,0.000000
46908,3000.00,60.00,0.000000,0.000000
47412,3000.00,60.00,0.000000,0.000000
47969,3000.00,60.00,-36.883155,174.897842
48521,3000.00,60.00,0.000000,0.000000
49045,3000.00,60.00,0.000000,0.000000
49602,3000.00,60.00,0.000000,0.000000
50107,3000.00,60.00,0.000000,0.000000
50664,3000.00,60.00,0.000000,0.000000
51168,3000.00,60.00,0.000000,0.000000
51725,3000.00,60.00,0.000000,0.000000
52229,3000.00,60.00,0.000000,0.000000
52787,3000.00,60.00,0.000000,0.000000
53291,3000.00,60.00,0.000000,0.000000
53848,3000.00,60.00,0.000000,0.000000
54351,3000.00,60.00,0.000000,0.000000
54908,3000.00,60.00,0.000000,0.000000
55412,3000.00,60.00,0.000000,0.000000
55969,3000.00,60.00,-36.883155,174.897842
56520,3000.00,60.00,0.000000,0.000000
57044,3000.00,60.00,0.000000,0.000000
57602,3000.00,60.00,0.000000,0.000000
58105,3000.00,60.00,0.000000,0.000000
58663,3000.00,60.00,0.000000,0.000000
59167,3000.00,60.00,0.000000,0.000000
59724,3000.00,60.00,0.000000,0.000000
60228,3000.00,60.00,0.000000,0.000000
60786,3000.00,60.00,0.000000,0.000000
61290,3000.00,60.00,0.000000,0.000000
61847,3000.00,60.00,0.000000,0.000000
62352,3000.00,60.00,0.000000,0.000000
62909,3000.00,60.00,0.000000,0.000000
63413,3000.00,60.00,0.000000,0.000000
63971,3000.00,60.00,-36.883155,174.897842
64522,3000.00,60.00,0.000000,0.000000
65044,3000.00,60.00,0.000000,0.000000
65602,3000.00,60.00,0.000000,0.000000
66106,3000.00,60.00,0.000000,0.000000
66664,3000.00,60.00,0.000000,0.000000
67167,3000.00,60.00,0.000000,0.000000
67724,3000.00,60.00,0.000000,0.000000
68229,3000.00,60.00,0.000000,0.000000
68786,3000.00,60.00,0.000000,0.000000
69289,3000.00,60.00,0.000000,0.000000
69847,3000.00,60.00,0.000000,0.000000
70350,3000.00,60.00,0.000000,0.000000
70907,3000.00,60.00,0.000000,0.000000
71412,3000.00,60.00,0.000000,0.000000
71969,3000.00,60.00,-36.883155,174.897842
72520,3000.00,60.00,0.000000,0.000000
73041,3000.00,60.00,0.000000,0.000000
73600,3000.00,60.00,0.000000,0.000000
74103,3000.00,60.00,0.000000,0.000000
74660,3000.00,60.00,0.000000,0.000000
75164,3000.00,60.00,0.000000,0.000000
75721,3000.00,60.00,0.000000,0.000000
76225,3000.00,60.00,0.000000,0.000000
76783,3000.00,60.00,0.000000,0.000000
77287,3000.00,60.00,0.000000,0.000000
77844,3000.00,60.00,0.000000,0.000000
78348,3000.00,60.00,0.000000,0.000000
78905,3000.00,60.00,-36.883155,174.897842
79410,3000.00,60.00,0.000000,0.000000
79967,3000.00,60.00,-36.883155,174.897842
80519,3000.00,60.00,0.000000,0.000000
81043,3000.00,60.00,0.000000,0.000000
81600,3000.00,60.00,0.000000,0.000000
82104,3000.00,60.00,0.000000,0.000000
82662,3000.00,60.00,0.000000,0.000000
83166,3000.00,60.00,0.000000,0.000000
83724,3000.00,60.00,0.000000,0.000000
84228,3000.00,60.00,0.000000,0.000000
84785,3000.00,60.00,0.000000,0.000000
85288,3000.00,60.00,0.000000,0.000000
85846,3000.00,60.00,0.000000,0.000000
86350,3000.00,60.00,0.000000,0.000000
86907,3000.00,60.00,0.000000,0.000000
87411,3000.00,60.00,0.000000,0.000000
87968,3000.00,60.00,-36.883155,174.897842
88472,3000.00,60.00,0.000000,0.000000
89030,3000.00,60.00,-36.883155,174.897842
89581,3000.00,60.00,0.000000,0.000000
90085,3000.00,60.00,0.000000,0.000000
90642,3000.00,60.00,0.000000,0.000000
91146,3000.00,60.00,0.000000,0.000000
91703,3000.00,60.00,0.000000,0.000000
92207,3000.00,60.00,0.000000,0.000000
92764,3000.00,60.00,0.000000,0.000000
93268,3000.00,60.00,0.000000,0.000000
93826,3000.00,60.00,-36.883155,174.897842
94329,3000.00,60.00,0.000000,0.000000
94886,3000.00,60.00,0.000000,0.000000
95390,3000.00,60.00,0.000000,0.000000
95948,3000.00,60.00,0.000000,0.000000
96452,3000.00,60.00,0.000000,0.000000
97010,3000.00,60.00,0.000000,0.000000
97556,3000.00,60.00,-36.883155,174.897842
98061,3000.00,60.00,0.000000,0.000000
98618,3000.00,60.00,-36.883148,174.897842
99123,3000.00,60.00,0.000000,0.000000
99680,3000.00,60.00,-36.883148,174.897842
100184,3000.00,60.00,0.000000,0.000000
100742,3000.00,60.00,0.000000,0.000000
101244,3000.00,60.00,0.000000,0.000000
101804,3000.00,60.00,0.000000,0.000000
102306,3000.00,60.00,0.000000,0.000000
102863,3000.00,60.00,0.000000,0.000000
103367,3000.00,60.00,0.000000,0.000000
103924,3000.00,60.00,0.000000,0.000000
104429,3000.00,60.00,0.000000,0.000000
104986,3000.00,60.00,0.000000,0.000000
105533,3000.00,60.00,0.000000,0.000000
106044,3000.00,60.00,0.000000,0.000000
106601,3000.00,60.00,0.000000,0.000000
107106,3000.00,60.00,0.000000,0.000000
107663,3000.00,60.00,0.000000,0.000000
108167,3000.00,60.00,0.000000,0.000000
108725,3000.00,60.00,0.000000,0.000000
109229,3000.00,60.00,0.000000,0.000000
109786,3000.00,60.00,0.000000,0.000000
110289,3000.00,60.00,0.000000,0.000000
110848,3000.00,60.00,0.000000,0.000000
111351,3000.00,60.00,0.000000,0.000000
111908,3000.00,60.00,0.000000,0.000000
112412,3000.00,60.00,0.000000,0.000000
112971,3000.00,60.00,-36.883148,174.897842
113523,3000.00,60.00,0.000000,0.000000
114042,3000.00,60.00,0.000000,0.000000
114600,3000.00,60.00,0.000000,0.000000
115105,3000.00,60.00,0.000000,0.000000
115662,3000.00,60.00,0.000000,0.000000
116166,3000.00,60.00,0.000000,0.000000
116723,3000.00,60.00,0.000000,0.000000
117227,3000.00,60.00,0.000000,0.000000
117784,3000.00,60.00,0.000000,0.000000
118288,3000.00,60.00,0.000000,0.000000
118845,3000.00,60.00,0.000000,0.000000
119349,3000.00,60.00,0.000000,0.000000
119906,3000.00,60.00,0.000000,0.000000
120410,3000.00,60.00,0.000000,0.000000
120968,3000.00,60.00,-36.883148,174.897842
121520,3000.00,60.00,0.000000,0.000000
122040,3000.00,60.00,0.000000,0.000000
122597,3000.00,60.00,0.000000,0.000000
123102,3000.00,60.00,0.000000,0.000000
123659,3000.00,60.00,0.000000,0.000000
124163,3000.00,60.00,0.000000,0.000000
124722,3000.00,60.00,0.000000,0.000000
125224,3000.00,60.00,0.000000,0.000000
125782,3000.00,60.00,0.000000,0.000000
126286,3000.00,60.00,0.000000,0.000000
126843,3000.00,60.00,0.000000,0.000000
127347,3000.00,60.00,0.000000,0.000000
127904,3000.00,60.00,0.000000,0.000000
128408,3000.00,60.00,0.000000,0.000000
128967,3000.00,60.00,-36.883148,174.897842
129518,3000.00,60.00,0.000000,0.000000
